order_id,customer_id,order_date,product_id,product_name,category,brand,size,color,price,quantity,total_amount,discount,payment_method,shipping_method,region,customer_age,customer_gender,is_member,channel,status
EC2023010200000087,C000096,2023-01-02,P000171,ZARA 配饰,配饰,UR,XS,黑色,69.9,4,279.6,0.12,现金,快递,东北,42,女,False,线上,已完成
EC2023031100000088,C000396,2023-03-11,P000149,UR 配饰,配饰,H&M,XS,卡其色,69.99,1,69.99,0.16,微信,同城配送,华中,62,女,True,线下,已完成
EC2024041300000089,C000406,2024-04-13,P000052,优衣库 上衣,上衣,UR,M,绿色,129.43,1,129.43,0.3,现金,自提,华北,59,男,False,小程序,已完成
EC2024110200000090,C000224,2024-11-02,P000103,VERO MODA 配饰,配饰,ONLY,M,蓝色,75.45,3,226.35,0.15,现金,自提,西南,35,男,False,线上,已退货
EC2024090800000091,C000053,2024-09-08,P000021,UR 裙子,裙子,无印良品,M,黄色,308.1,3,924.3,0.18,现金,快递,东北,46,女,False,线上,已完成
EC2024092100000092,C000039,2024-09-21,P000172,ONLY 内衣,内衣,UR,XL,蓝色,71.95,1,71.95,0.29,微信,同城配送,东北,46,男,True,线上,已完成
EC2024102200000093,C000017,2024-10-22,P000155,H&M 配饰,配饰,VERO MODA,M,卡其色,90.57,5,452.85,0.13,支付宝,同城配送,华东,51,女,False,小程序,已完成
EC2023091300000094,C000256,2023-09-13,P000133,ONLY 裤子,裤子,ZARA,M,红色,106.77,2,213.54,0.21,微信,同城配送,华南,62,女,True,线上,已完成
EC2023031700000095,C000045,2023-03-17,P000175,UR 运动装,运动装,UR,XXL,白色,159.79,4,639.16,0.16,银行卡,自提,华东,63,男,False,线下,已完成
EC2023072500000096,C000014,2023-07-25,P000093,UR 裙子,裙子,VERO MODA,XL,蓝色,178.43,4,713.72,0.18,支付宝,快递,华南,43,女,False,APP,已完成
EC2023050900000097,C000239,2023-05-09,P000175,UR 配饰,配饰,H&M,XL,蓝色,138.2,4,552.8,0.23,微信,自提,西南,21,男,True,小程序,已完成
EC2023061500000098,C000178,2023-06-15,P000133,无印良品 配饰,配饰,ZARA,M,灰色,187.91,2,375.82,0.19,银行卡,快递,东北,37,男,True,线下,已完成
EC2024110500000099,C000022,2024-11-05,P000008,ZARA 配饰,配饰,优衣库,XXL,红色,172.23,5,861.15,0.2,现金,同城配送,东北,19,女,False,小程序,已退货
EC2023090800000100,C000353,2023-09-08,P000016,H&M 内衣,内衣,VERO MODA,L,黄色,74.69,1,74.69,0.14,银行卡,同城配送,华东,38,女,False,APP,已完成
EC2024011500000101,C000063,2024-01-15,P000069,VERO MODA 裤子,裤子,GAP,S,白色,194.73,4,778.92,0.02,现金,同城配送,华中,33,男,False,小程序,已完成
EC2023061300000102,C000256,2023-06-13,P000079,VERO MODA 运动装,运动装,优衣库,XS,绿色,497.35,4,1989.4,0.15,微信,快递,西南,40,男,True,小程序,已退货
EC2024090300000103,C000434,2024-09-03,P000028,ONLY 运动装,运动装,H&M,M,卡其色,206.16,1,206.16,0.23,银行卡,快递,华中,21,男,False,小程序,已完成
EC2024013100000104,C000423,2024-01-31,P000160,ZARA 运动装,运动装,H&M,XS,绿色,402.41,3,1207.23,0.11,银行卡,同城配送,华南,27,男,False,线上,已完成
EC2023020900000105,C000266,2023-02-09,P000117,H&M 裙子,裙子,H&M,M,卡其色,378.71,4,1514.84,0.05,银行卡,同城配送,华南,50,女,False,APP,已完成
EC2024011300000106,C000299,2024-01-13,P000079,优衣库 配饰,配饰,VERO MODA,M,灰色,143.55,4,574.2,0.22,现金,快递,西南,58,女,True,线下,已完成
EC2024080900000107,C000161,2024-08-09,P000108,H&M 裤子,裤子,ONLY,XXL,灰色,156.24,4,624.96,0.12,现金,同城配送,东北,21,男,True,小程序,已退货
EC2024062200000108,C000236,2024-06-22,P000137,UR 内衣,内衣,UR,XXL,红色,76.65,2,153.3,0.18,微信,快递,华南,53,女,True,小程序,已完成
EC2024122200000109,C000163,2024-12-22,P000123,UR 外套,外套,无印良品,M,白色,751.19,4,3004.76,0.17,现金,自提,华南,27,女,True,小程序,已完成
EC2023122100000110,C000110,2023-12-21,P000052,无印良品 运动装,运动装,无印良品,S,白色,357.95,4,1431.8,0.18,微信,快递,华北,60,男,True,线上,已完成
EC2024022800000111,C000349,2024-02-28,P000198,H&M 配饰,配饰,优衣库,XL,蓝色,150.95,1,150.95,0.12,现金,自提,东北,30,女,False,小程序,已完成
EC2023040200000112,C000468,2023-04-02,P000045,ONLY 外套,外套,H&M,XS,绿色,627.12,1,627.12,0.24,微信,同城配送,华南,20,男,False,线上,已完成
EC2023101900000113,C000269,2023-10-19,P000127,H&M 运动装,运动装,VERO MODA,M,灰色,494.53,5,2472.65,0.24,银行卡,快递,东北,47,女,True,线上,已完成
EC2023103000000114,C000424,2023-10-30,P000110,UR 外套,外套,ZARA,L,白色,339.4,4,1357.6,0.06,微信,自提,华南,33,男,False,APP,已完成
EC2024040200000115,C000299,2024-04-02,P000186,优衣库 鞋类,鞋类,无印良品,XXL,卡其色,672.8,3,2018.4,0.21,支付宝,同城配送,华北,47,女,True,APP,已完成
EC2024120700000116,C000189,2024-12-07,P000158,GAP 裤子,裤子,GAP,S,黄色,290.61,3,871.83,0.05,银行卡,自提,东北,53,女,True,线下,已完成
EC2024062200000117,C000040,2024-06-22,P000145,ZARA 运动装,运动装,优衣库,XL,灰色,305.55,3,916.65,0.17,微信,快递,华南,51,女,True,线下,已退货
EC2023040400000118,C000068,2023-04-04,P000132,ONLY 运动装,运动装,VERO MODA,XL,黑色,420.56,4,1682.24,0.17,银行卡,同城配送,华北,43,女,True,线下,已完成
EC2023021600000119,C000278,2023-02-16,P000016,ZARA 内衣,内衣,VERO MODA,XS,红色,80.34,1,80.34,0.12,微信,同城配送,东北,59,女,False,APP,已退货
EC2024012200000120,C000069,2024-01-22,P000168,UR 内衣,内衣,ZARA,S,绿色,48.63,5,243.15,0.16,微信,快递,华北,37,女,False,APP,已完成
EC2023091100000121,C000097,2023-09-11,P000186,ZARA 运动装,运动装,优衣库,XXL,绿色,230.93,3,692.79,0.18,支付宝,快递,华东,22,男,True,APP,已完成
EC2023090800000122,C000277,2023-09-08,P000056,优衣库 上衣,上衣,H&M,XL,红色,155.54,2,311.08,0.07,银行卡,同城配送,西南,61,女,True,小程序,已完成
EC2024110700000123,C000032,2024-11-07,P000143,H&M 外套,外套,ONLY,XL,黄色,529.85,3,1589.55,0.01,银行卡,同城配送,东北,42,女,False,APP,已完成
EC2023110400000124,C000243,2023-11-04,P000062,GAP 内衣,内衣,无印良品,XXL,蓝色,61.07,5,305.35,0.24,支付宝,同城配送,华中,44,男,False,线下,已完成
EC2023072800000125,C000434,2023-07-28,P000095,ZARA 配饰,配饰,GAP,XS,红色,138.94,4,555.76,0.11,支付宝,快递,华东,55,男,False,线下,已完成
EC2023110700000126,C000493,2023-11-07,P000190,ZARA 上衣,上衣,VERO MODA,S,灰色,109.83,2,219.66,0.12,微信,同城配送,华南,36,女,False,小程序,已完成
EC2023092500000127,C000239,2023-09-25,P000026,VERO MODA 配饰,配饰,UR,S,卡其色,116.18,4,464.72,0.09,支付宝,同城配送,华东,65,男,True,小程序,已退货
EC2023103000000128,C000195,2023-10-30,P000146,GAP 裙子,裙子,VERO MODA,XL,卡其色,161.4,2,322.8,0.08,现金,同城配送,东北,65,女,False,线下,已完成
EC2023062300000129,C000095,2023-06-23,P000139,优衣库 裙子,裙子,优衣库,XS,黑色,381.53,4,1526.12,0.23,现金,快递,东北,32,男,True,线上,已完成
EC2024060100000130,C000327,2024-06-01,P000171,VERO MODA 运动装,运动装,VERO MODA,XS,黑色,242.01,5,1210.05,0.16,现金,快递,华北,51,女,False,线上,已退货
EC2023070300000131,C000077,2023-07-03,P000062,GAP 裤子,裤子,无印良品,M,红色,374.41,5,1872.05,0.24,支付宝,自提,华中,47,男,True,小程序,已完成
EC2024103100000132,C000194,2024-10-31,P000142,VERO MODA 上衣,上衣,优衣库,XXL,黑色,81.44,4,325.76,0.21,支付宝,自提,华中,59,女,True,线上,已完成
EC2023080500000133,C000351,2023-08-05,P000072,优衣库 运动装,运动装,H&M,M,黑色,200.15,1,200.15,0.29,微信,同城配送,华中,22,女,True,线下,已退货
EC2024112400000134,C000405,2024-11-24,P000177,ZARA 配饰,配饰,UR,XS,白色,94.25,2,188.5,0.13,支付宝,自提,西南,57,女,False,线上,已完成
EC2024040600000135,C000482,2024-04-06,P000097,ONLY 运动装,运动装,H&M,XXL,绿色,182.54,5,912.7,0.03,银行卡,快递,东北,22,男,False,线下,已退货
EC2024122900000136,C000185,2024-12-29,P000028,ZARA 裙子,裙子,优衣库,M,黄色,389.66,3,1168.98,0.11,银行卡,快递,华东,23,男,False,APP,已退货
EC2023041600000137,C000048,2023-04-16,P000153,UR 上衣,上衣,ONLY,XS,红色,80.51,5,402.55,0.12,支付宝,同城配送,西南,33,男,False,线下,已完成
EC2023100300000138,C000033,2023-10-03,P000043,ONLY 鞋类,鞋类,无印良品,L,红色,281.99,2,563.98,0.15,支付宝,自提,华南,33,女,True,APP,已完成
EC2023051900000139,C000171,2023-05-19,P000159,ONLY 鞋类,鞋类,UR,L,卡其色,132.86,4,531.44,0.13,微信,自提,华南,56,男,False,小程序,已完成
EC2024021200000140,C000496,2024-02-12,P000148,GAP 配饰,配饰,UR,L,红色,78.55,4,314.2,0.24,现金,自提,华北,54,男,True,线上,已退货
EC2024122600000141,C000426,2024-12-26,P000178,ZARA 外套,外套,ONLY,XXL,黄色,549.76,3,1649.28,0.04,银行卡,快递,华南,60,男,False,APP,已完成
EC2024040400000142,C000260,2024-04-04,P000178,ONLY 运动装,运动装,优衣库,M,白色,327.72,5,1638.6,0.03,微信,同城配送,东北,40,男,True,APP,已完成
EC2024031600000143,C000114,2024-03-16,P000131,GAP 裤子,裤子,VERO MODA,M,绿色,102.16,3,306.48,0.14,微信,自提,华北,48,男,False,APP,已完成
EC2023042900000144,C000234,2023-04-29,P000053,VERO MODA 裙子,裙子,UR,L,白色,225.3,3,675.9,0.13,现金,自提,华北,37,男,True,线上,已完成
EC2024102500000145,C000477,2024-10-25,P000190,GAP 裤子,裤子,H&M,XL,蓝色,302.14,2,604.28,0.1,现金,自提,华东,43,男,True,APP,已退货
EC2023013000000146,C000200,2023-01-30,P000002,GAP 外套,外套,GAP,M,白色,558.66,4,2234.64,0.17,微信,自提,华南,30,女,True,小程序,已退货
EC2024062400000147,C000201,2024-06-24,P000151,ZARA 配饰,配饰,UR,M,黄色,130.49,5,652.45,0.19,银行卡,同城配送,西南,23,男,False,线上,已完成
EC2023110900000148,C000262,2023-11-09,P000100,ONLY 裤子,裤子,H&M,XL,绿色,153.91,2,307.82,0.13,现金,同城配送,西南,62,男,True,APP,已完成
EC2023052400000149,C000318,2023-05-24,P000014,UR 裙子,裙子,优衣库,L,蓝色,211.12,4,844.48,0.06,现金,同城配送,西南,59,女,False,APP,已退货
EC2024122800000150,C000290,2024-12-28,P000008,GAP 运动装,运动装,无印良品,XS,红色,289.37,1,289.37,0.07,银行卡,快递,华中,54,女,True,线上,已完成
EC2024071000000151,C000390,2024-07-10,P000185,VERO MODA 配饰,配饰,GAP,L,白色,121.15,1,121.15,0.22,微信,自提,华北,46,女,False,线上,已退货
EC2023050100000152,C000353,2023-05-01,P000090,ONLY 外套,外套,H&M,XL,蓝色,366.9,5,1834.5,0.24,微信,快递,西南,40,女,True,小程序,已完成
EC2023102400000153,C000461,2023-10-24,P000174,ZARA 鞋类,鞋类,H&M,L,黑色,671.87,5,3359.35,0.3,微信,同城配送,华东,33,男,False,线下,已退货
EC2024051600000154,C000322,2024-05-16,P000107,ONLY 裙子,裙子,VERO MODA,XS,白色,321.52,3,964.56,0.12,银行卡,同城配送,华南,47,女,False,线上,已完成
EC2024041400000155,C000204,2024-04-14,P000056,ONLY 配饰,配饰,GAP,L,红色,173.52,5,867.6,0.1,银行卡,自提,西南,54,男,False,小程序,已完成
EC2023021700000156,C000009,2023-02-17,P000032,H&M 裤子,裤子,VERO MODA,L,黑色,286.85,4,1147.4,0.3,现金,快递,东北,26,女,True,小程序,已完成
EC2024110100000157,C000341,2024-11-01,P000167,H&M 配饰,配饰,优衣库,L,红色,71.57,3,214.71,0.22,微信,自提,东北,23,男,True,线下,已退货
EC2023032100000158,C000349,2023-03-21,P000114,优衣库 裙子,裙子,优衣库,XXL,卡其色,328.35,5,1641.75,0.25,现金,同城配送,华东,48,男,True,APP,已完成
EC2023041500000159,C000071,2023-04-15,P000098,H&M 裤子,裤子,H&M,XS,黑色,193.01,3,579.03,0.18,微信,自提,华南,64,男,True,APP,已退货
